age,job,marital,education
59,retired,married,secondary
46,management,married,tertiary
33,blue-collar,single,primary
33,management,single,primary
27,management,single,tertiary
25,blue-collar,single,secondary
56,management,divorced,tertiary
38,technician,single,secondary
42,blue-collar,married,secondary
42,admin.,single,secondary
24,student,single,secondary
48,blue-collar,married,primary
32,blue-collar,married,secondary
33,self-employed,single,tertiary
38,technician,married,tertiary
52,admin.,married,primary
42,blue-collar,married,primary
30,unemployed,single,primary
32,technician,married,tertiary
39,management,married,tertiary
56,blue-collar,single,primary
32,blue-collar,married,secondary
37,blue-collar,married,primary
33,blue-collar,married,primary
55,blue-collar,married,primary
50,entrepreneur,married,tertiary
46,technician,married,secondary
34,blue-collar,married,secondary
33,blue-collar,single,primary
35,management,married,tertiary
53,services,married,primary
58,retired,married,primary
48,entrepreneur,divorced,secondary
38,blue-collar,married,primary
43,blue-collar,married,primary
39,blue-collar,married,primary
37,management,married,secondary
43,management,married,tertiary
57,admin.,married,primary
39,technician,married,tertiary
31,services,single,secondary
43,self-employed,married,secondary
51,blue-collar,married,primary
52,management,married,secondary
41,blue-collar,divorced,secondary
28,services,single,secondary
43,management,married,tertiary
57,retired,married,tertiary
48,services,divorced,secondary
42,self-employed,married,primary
36,admin.,divorced,secondary
73,retired,married,primary
32,technician,single,secondary
46,blue-collar,married,primary
47,services,married,primary
30,management,single,tertiary
25,blue-collar,single,secondary
40,services,married,primary
45,management,married,tertiary
51,management,married,tertiary
34,management,single,tertiary
32,management,married,tertiary
31,admin.,married,secondary
31,blue-collar,single,primary
37,blue-collar,married,secondary
32,services,married,secondary
29,blue-collar,married,primary
41,services,married,secondary
50,admin.,married,tertiary
59,retired,married,secondary
42,technician,divorced,tertiary
27,blue-collar,married,secondary
50,blue-collar,married,primary
32,admin.,single,tertiary
56,technician,married,secondary
31,management,married,tertiary
56,retired,married,primary
43,management,single,tertiary
45,technician,married,tertiary
47,blue-collar,married,primary
53,entrepreneur,married,primary
31,blue-collar,married,secondary
41,management,married,tertiary
43,services,divorced,secondary
25,services,single,secondary
48,entrepreneur,married,tertiary
33,admin.,single,secondary
54,blue-collar,married,primary
36,blue-collar,married,primary
38,admin.,married,secondary
35,management,single,tertiary
45,blue-collar,divorced,primary
71,retired,divorced,primary
45,technician,married,secondary
57,management,married,primary
42,admin.,married,secondary
38,admin.,married,secondary
30,management,single,tertiary
39,management,single,tertiary
36,management,single,tertiary
48,blue-collar,married,primary
33,management,married,secondary
45,services,married,secondary
54,self-employed,married,tertiary
68,retired,married,secondary
45,services,married,primary
56,retired,divorced,primary
57,services,married,primary
40,blue-collar,married,primary
45,management,married,tertiary
38,management,married,tertiary
30,blue-collar,single,primary
37,management,single,secondary
31,technician,divorced,tertiary
21,blue-collar,married,primary
38,management,single,tertiary
35,entrepreneur,single,tertiary
34,admin.,single,secondary
22,student,single,secondary
40,unemployed,married,primary
27,admin.,married,primary
52,admin.,married,primary
31,management,single,tertiary
47,management,single,tertiary
40,services,married,secondary
27,blue-collar,married,primary
28,student,single,secondary
48,services,divorced,secondary
61,blue-collar,married,primary
55,unknown,married,secondary
48,management,single,tertiary
37,management,married,primary
27,student,single,tertiary
54,management,married,primary
75,retired,divorced,tertiary
36,management,divorced,tertiary
34,management,married,tertiary
37,unemployed,married,tertiary
41,self-employed,single,tertiary
37,technician,married,tertiary
33,blue-collar,single,primary
28,admin.,single,tertiary
41,blue-collar,married,primary
46,blue-collar,married,primary
38,management,divorced,tertiary
48,management,married,tertiary
35,admin.,married,secondary
36,management,married,tertiary
46,services,married,secondary
47,unemployed,single,primary
37,technician,single,tertiary
28,self-employed,single,tertiary
49,blue-collar,married,secondary
37,blue-collar,single,secondary
49,services,married,primary
42,blue-collar,married,primary
31,admin.,single,secondary
39,management,divorced,tertiary
51,blue-collar,married,primary
25,blue-collar,single,primary
30,technician,single,tertiary
32,management,single,tertiary
51,retired,married,secondary
48,unemployed,married,secondary
33,management,single,tertiary
37,management,married,primary
29,management,divorced,tertiary
58,unemployed,married,secondary
31,services,single,secondary
60,housemaid,married,primary
57,retired,married,tertiary
34,services,married,primary
70,retired,divorced,primary
42,technician,single,tertiary
47,technician,married,secondary
27,blue-collar,single,secondary
46,services,divorced,primary
46,technician,married,tertiary
38,management,divorced,tertiary
39,technician,married,secondary
50,blue-collar,married,primary
57,admin.,married,secondary
57,retired,married,primary
54,blue-collar,married,primary
32,blue-collar,married,secondary
26,management,single,tertiary
37,blue-collar,married,primary
54,unknown,divorced,tertiary
38,blue-collar,married,primary
53,blue-collar,married,primary
46,technician,divorced,secondary
38,management,married,tertiary
77,retired,married,primary
44,blue-collar,married,primary
41,management,single,tertiary
44,entrepreneur,married,tertiary
30,blue-collar,married,primary
56,retired,married,primary
32,blue-collar,married,secondary
25,entrepreneur,single,primary
31,technician,single,tertiary
27,technician,single,tertiary
42,technician,married,tertiary
26,management,single,tertiary
57,services,single,secondary
34,management,single,tertiary
41,services,married,secondary
42,technician,married,tertiary
55,admin.,married,primary
58,housemaid,married,primary
47,retired,married,primary
45,blue-collar,married,primary
33,management,married,tertiary
44,services,married,secondary
46,blue-collar,married,primary
39,self-employed,married,primary
45,blue-collar,married,secondary
80,retired,married,primary
45,self-employed,married,tertiary
45,blue-collar,married,primary
36,admin.,married,secondary
62,self-employed,divorced,secondary
30,technician,single,tertiary
36,technician,married,secondary
57,retired,married,tertiary
47,blue-collar,divorced,primary
27,technician,single,tertiary
28,blue-collar,married,primary
40,blue-collar,married,secondary
83,retired,divorced,primary
26,services,married,secondary
45,blue-collar,married,secondary
54,blue-collar,married,primary
31,management,married,tertiary
33,entrepreneur,single,tertiary
30,admin.,married,secondary
59,management,divorced,tertiary
35,blue-collar,married,primary
51,technician,married,primary
30,management,single,secondary
46,unknown,married,primary
56,blue-collar,divorced,primary
60,retired,married,primary
61,housemaid,married,primary
27,admin.,single,secondary
57,technician,married,primary
50,retired,married,secondary
30,self-employed,single,primary
54,management,married,tertiary
35,services,married,secondary
49,services,divorced,secondary
31,services,married,secondary
34,management,single,tertiary
26,student,single,tertiary
37,blue-collar,single,tertiary
25,student,single,secondary
61,management,married,tertiary
55,blue-collar,married,primary
54,blue-collar,married,secondary
62,blue-collar,married,primary
51,services,married,secondary
59,blue-collar,divorced,primary
39,admin.,married,secondary
46,technician,married,secondary
37,services,single,primary
52,housemaid,divorced,primary
57,retired,married,secondary
58,self-employed,married,tertiary
31,admin.,single,secondary
52,management,married,tertiary
39,blue-collar,married,primary
52,blue-collar,married,primary
49,management,married,secondary
28,self-employed,single,tertiary
37,blue-collar,single,primary
59,blue-collar,married,primary
36,entrepreneur,married,tertiary
31,management,single,tertiary
31,management,married,tertiary
45,blue-collar,married,secondary
26,management,married,tertiary
57,blue-collar,married,primary
38,technician,single,secondary
40,management,married,primary
29,management,married,secondary
47,management,married,primary
38,admin.,married,tertiary
34,technician,married,tertiary
40,management,single,tertiary
40,technician,married,tertiary
47,management,married,tertiary
76,housemaid,divorced,primary
28,technician,single,tertiary
53,technician,divorced,secondary
33,management,single,tertiary
47,admin.,divorced,secondary
40,blue-collar,married,primary
34,admin.,married,tertiary
28,blue-collar,single,primary
52,technician,married,tertiary
39,services,single,primary
41,blue-collar,single,primary
45,blue-collar,married,primary
30,services,single,secondary
35,blue-collar,divorced,primary
58,retired,married,primary
54,technician,married,tertiary
33,management,married,tertiary
58,housemaid,married,primary
54,management,married,tertiary
48,blue-collar,married,primary
28,self-employed,single,secondary
32,management,married,tertiary
40,management,married,tertiary
47,unemployed,married,primary
33,services,married,primary
46,blue-collar,married,primary
55,management,married,tertiary
36,self-employed,married,primary
33,technician,single,secondary
46,management,married,tertiary
32,management,single,tertiary
37,management,married,tertiary
36,technician,single,secondary
42,management,married,tertiary
32,services,married,secondary
44,services,married,primary
27,blue-collar,married,secondary
31,management,divorced,tertiary
37,management,married,tertiary
30,services,married,secondary
35,management,single,tertiary
37,management,married,tertiary
39,technician,married,tertiary
47,technician,single,secondary
56,entrepreneur,married,secondary
55,blue-collar,married,primary
29,admin.,married,tertiary
30,admin.,single,tertiary
65,housemaid,married,primary
51,blue-collar,married,primary
58,housemaid,divorced,primary
36,technician,married,tertiary
38,blue-collar,married,primary
60,blue-collar,married,primary
49,retired,married,primary
38,blue-collar,married,primary
58,retired,divorced,primary
53,management,divorced,tertiary
51,blue-collar,married,primary
33,technician,single,tertiary
43,technician,divorced,tertiary
57,housemaid,married,primary
41,technician,married,tertiary
58,unemployed,divorced,primary
38,unknown,single,tertiary
32,management,married,tertiary
50,blue-collar,married,secondary
33,management,single,tertiary
55,technician,married,secondary
57,blue-collar,married,primary
59,management,divorced,secondary
43,unknown,married,primary
53,technician,married,tertiary
30,blue-collar,single,secondary
40,technician,married,secondary
43,technician,married,secondary
32,technician,single,tertiary
44,management,divorced,tertiary
31,management,divorced,tertiary
31,self-employed,married,secondary
33,technician,single,secondary
35,unknown,married,primary
42,unemployed,married,primary
31,technician,married,secondary
47,blue-collar,divorced,primary
40,admin.,married,secondary
49,blue-collar,married,primary
34,services,married,secondary
44,entrepreneur,married,primary
32,management,married,tertiary
36,entrepreneur,single,secondary
37,admin.,married,secondary
33,technician,married,secondary
28,technician,single,tertiary
33,admin.,single,secondary
37,technician,single,secondary
39,management,married,tertiary
33,services,married,secondary
33,technician,married,secondary
29,unemployed,married,tertiary
42,management,single,tertiary
74,retired,married,primary
41,technician,single,primary
31,blue-collar,married,primary
46,blue-collar,married,primary
25,blue-collar,single,secondary
57,technician,divorced,primary
36,management,married,tertiary
60,retired,married,primary
42,unemployed,married,secondary
52,technician,married,secondary
49,blue-collar,married,secondary
40,retired,married,primary
49,management,single,tertiary
81,retired,divorced,primary
45,management,married,primary
45,blue-collar,married,secondary
26,admin.,single,secondary
35,technician,married,secondary
31,technician,single,secondary
41,technician,married,secondary
50,blue-collar,married,primary
31,management,single,tertiary
48,unemployed,divorced,secondary
43,technician,married,secondary
35,blue-collar,married,secondary
29,technician,single,tertiary
52,admin.,married,primary
32,blue-collar,married,primary
34,entrepreneur,married,primary
38,self-employed,divorced,tertiary
31,technician,married,tertiary
45,management,married,tertiary
31,management,married,tertiary
39,services,married,secondary
35,blue-collar,single,secondary
36,technician,married,secondary
33,self-employed,single,primary
59,blue-collar,married,secondary
51,blue-collar,married,secondary
34,blue-collar,single,secondary
48,technician,married,secondary
35,admin.,single,secondary
25,blue-collar,single,primary
49,services,married,secondary
34,management,married,tertiary
33,technician,single,secondary
46,housemaid,married,primary
45,blue-collar,married,primary
38,self-employed,married,tertiary
32,admin.,single,secondary
37,admin.,married,primary
56,management,married,secondary
33,management,single,secondary
59,retired,married,primary
33,services,married,tertiary
47,technician,married,secondary
37,blue-collar,married,primary
60,retired,divorced,primary
36,unemployed,single,secondary
34,housemaid,married,secondary
46,entrepreneur,divorced,secondary
46,services,divorced,secondary
33,self-employed,married,primary
38,blue-collar,married,primary
26,management,single,tertiary
35,blue-collar,married,primary
50,blue-collar,married,primary
39,blue-collar,married,secondary
59,housemaid,divorced,primary
42,technician,married,secondary
59,blue-collar,married,secondary
52,blue-collar,divorced,primary
47,management,married,tertiary
43,management,divorced,tertiary
68,retired,divorced,primary
39,management,married,tertiary
45,blue-collar,married,primary
28,management,single,tertiary
29,blue-collar,single,secondary
79,retired,married,primary
37,technician,married,secondary
51,management,single,tertiary
49,admin.,married,secondary
66,housemaid,married,primary
37,entrepreneur,married,secondary
30,management,single,secondary
24,technician,single,secondary
32,unemployed,married,primary
22,student,single,primary
53,entrepreneur,married,primary
56,blue-collar,divorced,secondary
36,management,married,tertiary
41,blue-collar,married,primary
43,blue-collar,married,primary
43,management,married,primary
52,technician,married,secondary
53,management,married,primary
49,housemaid,married,secondary
47,admin.,married,primary
51,management,married,tertiary
40,technician,single,tertiary
33,entrepreneur,married,tertiary
54,admin.,married,secondary
30,management,single,tertiary
59,management,married,tertiary
39,blue-collar,married,primary
38,housemaid,single,secondary
38,unemployed,single,secondary
67,retired,single,tertiary
30,blue-collar,single,secondary
30,blue-collar,married,primary
36,services,single,secondary
39,management,married,tertiary
53,blue-collar,divorced,primary
32,admin.,single,secondary
49,management,married,tertiary
44,blue-collar,single,primary
35,blue-collar,married,primary
46,blue-collar,married,secondary
51,management,divorced,tertiary
46,technician,divorced,secondary
26,self-employed,single,secondary
29,management,single,tertiary
26,admin.,single,secondary
36,management,married,tertiary
32,housemaid,married,primary
46,management,married,tertiary
37,blue-collar,single,secondary
26,services,single,secondary
30,blue-collar,single,primary
50,services,married,secondary
39,management,married,tertiary
24,blue-collar,married,primary
47,housemaid,divorced,primary
45,blue-collar,married,secondary
40,services,married,secondary
42,blue-collar,married,primary
35,technician,married,secondary
47,self-employed,married,primary
33,admin.,married,secondary
24,technician,single,secondary
45,housemaid,married,primary
44,blue-collar,married,secondary
48,management,married,primary
43,blue-collar,married,primary
56,management,single,primary
30,technician,married,secondary
49,self-employed,divorced,tertiary
44,management,married,tertiary
37,management,married,tertiary
37,blue-collar,married,primary
34,management,married,tertiary
49,management,married,tertiary
40,housemaid,married,tertiary
40,blue-collar,married,primary
55,self-employed,married,secondary
54,blue-collar,married,primary
49,management,married,tertiary
30,blue-collar,married,primary
24,services,single,secondary
33,blue-collar,married,secondary
29,blue-collar,single,primary
34,blue-collar,married,secondary
46,blue-collar,married,primary
27,student,single,secondary
37,blue-collar,married,secondary
38,student,single,tertiary
35,management,married,tertiary
56,admin.,married,secondary
50,management,married,secondary
22,management,single,tertiary
32,technician,married,secondary
44,management,single,tertiary
36,management,married,tertiary
40,blue-collar,married,secondary
46,management,married,secondary
49,blue-collar,divorced,primary
29,management,single,tertiary
40,unemployed,married,secondary
41,blue-collar,married,secondary
55,services,married,secondary
83,retired,married,primary
53,housemaid,married,primary
36,technician,divorced,tertiary
67,retired,single,primary
49,blue-collar,divorced,secondary
38,blue-collar,married,secondary
46,technician,divorced,tertiary
38,services,single,primary
59,management,married,primary
41,admin.,married,secondary
72,retired,married,primary
46,management,divorced,tertiary
47,housemaid,married,secondary
34,management,single,tertiary
36,self-employed,married,tertiary
44,blue-collar,married,primary
52,blue-collar,married,primary
52,services,divorced,primary
79,housemaid,married,primary
45,management,divorced,tertiary
59,services,married,primary
31,services,married,secondary
30,management,married,tertiary
57,admin.,single,secondary
33,housemaid,single,primary
31,services,single,secondary
35,housemaid,married,primary
33,blue-collar,married,primary
48,technician,married,secondary
37,management,divorced,secondary
46,technician,married,secondary
23,student,single,secondary
55,retired,married,tertiary
33,management,single,tertiary
33,management,single,tertiary
41,services,divorced,tertiary
51,self-employed,married,primary
72,retired,married,primary
19,student,single,primary
53,services,married,secondary
32,technician,single,tertiary
51,technician,married,secondary
31,admin.,married,secondary
31,management,single,tertiary
41,technician,married,tertiary
39,technician,single,tertiary
43,blue-collar,married,secondary
57,blue-collar,married,primary
56,housemaid,married,primary
43,technician,single,tertiary
54,housemaid,married,primary
46,blue-collar,married,secondary
58,blue-collar,married,secondary
48,admin.,married,primary
56,blue-collar,married,primary
37,blue-collar,married,primary
38,technician,married,tertiary
43,management,married,tertiary
43,technician,married,secondary
51,services,married,secondary
26,self-employed,single,tertiary
48,housemaid,married,primary
44,blue-collar,married,secondary
47,admin.,married,secondary
55,technician,married,tertiary
35,self-employed,married,primary
43,blue-collar,married,primary
58,management,married,tertiary
33,technician,married,primary
29,blue-collar,single,secondary
58,blue-collar,divorced,secondary
27,technician,married,secondary
56,technician,married,secondary
49,self-employed,single,tertiary
34,blue-collar,married,secondary
30,blue-collar,married,primary
49,housemaid,married,primary
39,technician,married,primary
37,blue-collar,single,primary
42,technician,single,secondary
38,management,married,tertiary
49,entrepreneur,divorced,tertiary
30,blue-collar,married,secondary
39,management,married,tertiary
31,services,married,secondary
54,blue-collar,married,primary
32,management,single,tertiary
36,management,divorced,tertiary
37,housemaid,married,primary
41,housemaid,married,primary
38,management,married,tertiary
29,blue-collar,divorced,primary
27,technician,married,secondary
44,technician,divorced,secondary
44,retired,married,secondary
27,management,single,tertiary
31,blue-collar,single,secondary
35,services,divorced,secondary
63,retired,married,primary
44,management,divorced,tertiary
40,management,married,tertiary
43,technician,divorced,secondary
59,blue-collar,married,primary
31,management,married,secondary
26,technician,single,tertiary
39,entrepreneur,married,primary
72,blue-collar,married,primary
27,technician,single,tertiary
29,student,single,tertiary
59,retired,married,secondary
43,technician,married,secondary
28,admin.,single,tertiary
31,services,married,tertiary
52,blue-collar,married,primary
41,self-employed,married,primary
30,management,married,tertiary
47,blue-collar,married,secondary
30,unemployed,single,primary
31,management,single,tertiary
54,blue-collar,divorced,primary
30,management,single,tertiary
49,blue-collar,married,secondary
38,technician,single,tertiary
27,services,married,secondary
30,blue-collar,single,secondary
41,blue-collar,single,primary
26,blue-collar,single,secondary
40,blue-collar,married,primary
39,unemployed,married,primary
54,blue-collar,divorced,primary
37,management,married,tertiary
35,management,married,tertiary
50,blue-collar,married,primary
31,technician,married,tertiary
29,services,married,secondary
33,unemployed,single,tertiary
33,services,married,secondary
27,technician,married,tertiary
60,technician,married,secondary
53,blue-collar,married,primary
41,management,married,secondary
46,technician,divorced,secondary
47,admin.,single,secondary
68,retired,divorced,primary
39,blue-collar,married,secondary
42,admin.,married,tertiary
31,blue-collar,single,tertiary
29,unemployed,divorced,tertiary
46,retired,married,primary
57,services,married,secondary
44,blue-collar,married,primary
48,blue-collar,single,primary
34,management,married,tertiary
53,management,divorced,tertiary
53,blue-collar,married,primary
38,unemployed,married,tertiary
52,technician,single,secondary
37,admin.,divorced,secondary
31,blue-collar,married,primary
36,blue-collar,married,secondary
30,blue-collar,single,primary
57,retired,married,secondary
75,retired,divorced,primary
31,blue-collar,single,secondary
49,technician,single,tertiary
39,blue-collar,married,primary
36,management,married,tertiary
42,entrepreneur,divorced,tertiary
34,self-employed,single,tertiary
70,retired,married,primary
30,management,single,tertiary
39,services,divorced,primary
25,blue-collar,married,primary
35,management,married,tertiary
67,retired,married,primary
26,self-employed,single,tertiary
35,blue-collar,married,secondary
61,housemaid,married,tertiary
37,entrepreneur,single,tertiary
30,management,married,tertiary
45,blue-collar,married,secondary
41,blue-collar,married,primary
57,retired,married,primary
57,admin.,married,secondary
41,services,single,secondary
25,services,single,secondary
48,blue-collar,married,secondary
26,management,married,tertiary
43,blue-collar,married,primary
36,blue-collar,married,primary
45,management,married,secondary
44,admin.,married,secondary
31,blue-collar,married,primary
46,blue-collar,single,secondary
54,retired,divorced,tertiary
50,blue-collar,married,primary
34,blue-collar,married,secondary
54,blue-collar,married,primary
33,blue-collar,married,primary
31,blue-collar,married,primary
34,unemployed,married,tertiary
32,blue-collar,married,primary
60,blue-collar,married,secondary
29,management,single,tertiary
49,blue-collar,single,primary
44,blue-collar,married,secondary
53,blue-collar,married,primary
27,admin.,single,tertiary
37,management,married,tertiary
33,technician,married,secondary
55,self-employed,divorced,secondary
46,management,married,tertiary
39,housemaid,married,primary
45,management,married,tertiary
73,retired,married,secondary
46,blue-collar,married,primary
30,blue-collar,married,primary
46,admin.,divorced,secondary
50,technician,married,primary
54,management,married,secondary
45,services,married,secondary
38,blue-collar,single,primary
54,blue-collar,married,primary
48,technician,divorced,secondary
30,technician,divorced,tertiary
50,technician,married,secondary
51,unemployed,married,secondary
35,technician,married,secondary
39,blue-collar,married,primary
89,retired,married,tertiary
53,technician,single,tertiary
33,blue-collar,single,primary
30,technician,single,secondary
28,blue-collar,married,secondary
38,technician,single,secondary
32,blue-collar,married,primary
42,blue-collar,single,primary
32,blue-collar,married,primary
33,blue-collar,single,primary
33,technician,married,secondary
51,management,married,tertiary
33,technician,divorced,tertiary
42,admin.,married,primary
33,management,married,secondary
34,technician,single,secondary
39,admin.,single,secondary
31,blue-collar,married,primary
26,student,single,secondary
44,technician,married,primary
41,self-employed,divorced,tertiary
32,services,married,secondary
32,admin.,married,tertiary
37,services,married,primary
54,self-employed,divorced,primary
42,blue-collar,married,primary
40,blue-collar,married,primary
60,entrepreneur,married,primary
54,blue-collar,married,primary
32,admin.,single,secondary
46,technician,married,secondary
34,management,single,tertiary
34,blue-collar,single,secondary
52,services,married,primary
44,blue-collar,married,primary
36,management,married,tertiary
34,management,married,tertiary
48,management,divorced,tertiary
49,unemployed,divorced,tertiary
49,management,married,secondary
33,management,single,tertiary
36,technician,married,tertiary
43,management,single,tertiary
53,blue-collar,married,primary
49,management,single,tertiary
56,management,married,secondary
30,management,single,secondary
34,blue-collar,married,primary
43,blue-collar,married,secondary
53,blue-collar,married,secondary
28,admin.,married,secondary
24,admin.,married,secondary
36,unemployed,single,primary
44,admin.,married,primary
48,blue-collar,married,primary
31,management,married,tertiary
34,unemployed,single,tertiary
39,blue-collar,married,primary
37,management,married,tertiary
36,services,single,primary
59,blue-collar,married,primary
55,retired,divorced,primary
51,retired,married,primary
40,services,divorced,secondary
48,technician,married,secondary
41,blue-collar,divorced,primary
40,management,married,tertiary
34,management,single,tertiary
43,technician,single,tertiary
34,management,married,tertiary
48,management,married,tertiary
45,housemaid,married,primary
54,unemployed,married,primary
44,services,divorced,secondary
40,blue-collar,married,primary
31,admin.,married,secondary
36,management,single,tertiary
27,management,single,tertiary
45,retired,married,primary
46,retired,married,primary
35,technician,married,secondary
40,blue-collar,married,primary
37,services,married,secondary
28,management,single,tertiary
46,management,married,secondary
53,self-employed,married,tertiary
39,blue-collar,married,primary
56,technician,divorced,secondary
30,management,single,tertiary
37,technician,married,secondary
48,blue-collar,married,primary
27,entrepreneur,married,tertiary
36,management,married,tertiary
53,retired,divorced,secondary
31,blue-collar,single,primary
41,blue-collar,divorced,primary
49,blue-collar,married,primary
29,technician,single,secondary
31,management,single,tertiary
33,self-employed,married,tertiary
35,management,single,tertiary
42,blue-collar,married,secondary
54,blue-collar,married,primary
36,admin.,married,tertiary
48,blue-collar,divorced,primary
52,services,married,primary
55,admin.,married,primary
33,management,single,tertiary
36,blue-collar,married,primary
38,management,married,tertiary
32,technician,married,secondary
44,housemaid,married,primary
37,services,single,secondary
52,blue-collar,married,primary
54,blue-collar,married,secondary
32,management,single,tertiary
49,technician,married,secondary
57,management,divorced,tertiary
46,unknown,married,primary
46,blue-collar,married,primary
47,management,married,secondary
45,blue-collar,married,secondary
46,self-employed,single,primary
25,technician,single,tertiary
37,blue-collar,married,primary
29,management,single,tertiary
35,technician,married,secondary
60,management,married,secondary
78,retired,married,primary
45,blue-collar,married,primary
37,blue-collar,divorced,primary
46,blue-collar,married,primary
51,entrepreneur,married,tertiary
41,unknown,married,primary
45,blue-collar,married,primary
36,services,single,secondary
36,self-employed,married,secondary
33,student,married,tertiary
31,admin.,married,secondary
45,housemaid,single,primary
28,blue-collar,married,primary
29,self-employed,married,secondary
36,blue-collar,married,primary
59,retired,married,secondary
24,management,single,secondary
39,entrepreneur,married,tertiary
34,self-employed,single,tertiary
44,management,married,tertiary
45,management,married,tertiary
48,management,divorced,tertiary
33,technician,divorced,tertiary
40,admin.,married,tertiary
43,blue-collar,married,primary
28,unemployed,married,primary
33,blue-collar,married,tertiary
39,unemployed,single,tertiary
29,management,married,tertiary
37,blue-collar,married,secondary
32,blue-collar,married,primary
56,services,divorced,secondary
41,admin.,single,tertiary
41,technician,married,tertiary
43,blue-collar,single,primary
44,blue-collar,married,secondary
38,management,single,tertiary
40,blue-collar,married,primary
52,retired,married,secondary
50,management,divorced,tertiary
35,admin.,married,primary
46,blue-collar,married,primary
38,management,married,secondary
30,services,divorced,secondary
23,student,single,secondary
32,management,married,tertiary
35,unemployed,single,secondary
38,housemaid,divorced,primary
54,management,married,primary
59,services,married,primary
32,technician,married,secondary
29,management,single,tertiary
35,self-employed,married,tertiary
27,entrepreneur,married,tertiary
41,self-employed,married,secondary
31,blue-collar,married,secondary
47,management,married,secondary
49,management,married,tertiary
60,retired,married,primary
49,blue-collar,married,primary
35,blue-collar,married,tertiary
36,management,married,tertiary
53,blue-collar,divorced,primary
44,technician,married,secondary
29,admin.,single,tertiary
47,technician,married,secondary
57,retired,married,primary
42,blue-collar,married,primary
32,blue-collar,married,primary
37,management,married,tertiary
45,blue-collar,married,primary
29,student,single,secondary
38,services,married,secondary
41,blue-collar,married,primary
44,unemployed,married,secondary
47,admin.,married,tertiary
56,management,married,tertiary
58,blue-collar,married,primary
42,entrepreneur,married,secondary
37,blue-collar,single,primary
45,blue-collar,married,primary
46,housemaid,single,primary
32,blue-collar,married,secondary
44,admin.,divorced,secondary
49,admin.,married,secondary
32,blue-collar,single,tertiary
28,blue-collar,married,secondary
42,admin.,divorced,tertiary
30,student,single,tertiary
54,retired,married,secondary
61,retired,married,tertiary
47,unemployed,married,primary
37,technician,divorced,secondary
51,blue-collar,married,primary
35,management,married,tertiary
60,housemaid,married,primary
34,technician,married,secondary
35,management,divorced,tertiary
67,self-employed,married,tertiary
47,blue-collar,married,primary
49,blue-collar,married,primary
42,retired,married,primary
52,blue-collar,married,secondary
38,technician,married,secondary
58,blue-collar,married,primary
40,admin.,single,secondary
59,unemployed,married,primary
31,housemaid,married,primary
32,technician,single,tertiary
56,blue-collar,married,secondary
47,management,single,tertiary
40,management,married,tertiary
36,blue-collar,married,primary
37,management,married,tertiary
49,blue-collar,married,primary
55,blue-collar,married,primary
42,blue-collar,divorced,primary
38,entrepreneur,divorced,tertiary
33,management,married,tertiary
32,blue-collar,married,secondary
18,student,single,primary
42,admin.,married,secondary
35,management,married,tertiary
36,management,divorced,tertiary
57,management,married,tertiary
46,blue-collar,married,primary
24,student,single,secondary
37,blue-collar,married,primary
32,management,married,tertiary
53,blue-collar,single,primary
45,blue-collar,married,primary
36,entrepreneur,married,primary
44,services,married,primary
36,blue-collar,married,primary
58,management,married,tertiary
51,blue-collar,divorced,primary
44,management,married,primary
25,blue-collar,single,secondary
41,admin.,married,secondary
52,management,married,tertiary
52,management,married,tertiary
55,retired,married,primary
40,self-employed,divorced,secondary
34,admin.,single,secondary
55,housemaid,married,primary
48,retired,divorced,primary
33,blue-collar,single,secondary
42,services,married,secondary
48,services,married,secondary
53,retired,married,primary
53,management,divorced,tertiary
30,unemployed,single,tertiary
50,management,married,secondary
37,management,married,tertiary
57,technician,married,secondary
32,technician,married,secondary
48,technician,married,tertiary
41,entrepreneur,divorced,tertiary
38,technician,divorced,tertiary
26,blue-collar,single,primary
59,retired,married,secondary
31,technician,single,tertiary
27,blue-collar,married,secondary
56,retired,divorced,secondary
50,management,married,tertiary
37,technician,married,tertiary
47,blue-collar,divorced,secondary
33,services,married,secondary
46,housemaid,married,primary
52,housemaid,married,primary
49,blue-collar,divorced,secondary
44,blue-collar,married,secondary
43,blue-collar,divorced,primary
39,management,married,tertiary
57,management,married,tertiary
45,housemaid,single,secondary
31,unemployed,single,tertiary
80,retired,married,primary
31,management,single,tertiary
40,blue-collar,married,secondary
57,management,married,tertiary
35,services,married,tertiary
52,self-employed,single,primary
35,unemployed,single,primary
45,management,single,tertiary
28,services,single,primary
57,blue-collar,married,secondary
40,technician,married,secondary
36,technician,married,tertiary
30,management,single,tertiary
31,services,single,secondary
30,management,single,tertiary
36,management,married,tertiary
37,blue-collar,married,primary
52,blue-collar,married,primary
22,services,married,secondary
44,blue-collar,married,secondary
40,services,divorced,secondary
50,management,married,tertiary
32,services,married,secondary
38,services,married,primary
32,management,single,tertiary
48,management,divorced,tertiary
30,services,single,secondary
30,admin.,married,tertiary
35,services,married,secondary
53,retired,married,primary
26,services,single,primary
54,technician,single,tertiary
34,technician,single,tertiary
51,management,married,tertiary
58,housemaid,married,primary
42,unemployed,married,secondary
75,retired,divorced,secondary
26,student,married,secondary
32,technician,married,tertiary
36,blue-collar,married,secondary
39,blue-collar,married,secondary
58,retired,married,tertiary
41,technician,married,secondary
54,housemaid,married,primary
47,blue-collar,married,primary
41,management,married,tertiary
36,blue-collar,single,secondary
37,management,single,tertiary
69,technician,married,secondary
