age,job,marital,education
45,admin.,married,secondary
49,blue-collar,married,primary
27,services,divorced,secondary
31,technician,single,secondary
52,management,married,tertiary
49,entrepreneur,married,secondary
44,blue-collar,married,primary
31,services,single,secondary
60,entrepreneur,married,primary
44,blue-collar,married,primary
37,management,married,tertiary
36,management,divorced,tertiary
41,blue-collar,married,primary
55,management,divorced,secondary
37,management,married,tertiary
35,technician,married,tertiary
29,blue-collar,married,primary
57,blue-collar,married,primary
35,housemaid,married,primary
34,blue-collar,single,secondary
52,blue-collar,married,primary
27,blue-collar,married,primary
53,management,married,secondary
48,blue-collar,married,primary
56,services,married,secondary
52,management,married,tertiary
35,management,single,tertiary
44,entrepreneur,married,primary
43,technician,married,secondary
33,blue-collar,married,secondary
55,self-employed,married,secondary
25,services,single,secondary
45,blue-collar,married,primary
40,management,married,tertiary
37,blue-collar,married,primary
41,management,married,tertiary
45,self-employed,married,tertiary
37,blue-collar,married,secondary
30,management,married,tertiary
39,management,married,tertiary
33,technician,married,secondary
79,retired,divorced,primary
52,technician,married,secondary
38,technician,single,secondary
33,technician,divorced,secondary
42,management,divorced,tertiary
52,services,married,secondary
67,retired,married,primary
31,blue-collar,married,secondary
33,student,married,tertiary
51,management,single,tertiary
28,admin.,single,secondary
42,admin.,married,secondary
27,blue-collar,single,secondary
28,blue-collar,single,secondary
58,blue-collar,married,primary
41,admin.,married,secondary
35,technician,married,secondary
33,technician,married,secondary
31,blue-collar,married,secondary
49,blue-collar,married,primary
37,blue-collar,divorced,secondary
52,blue-collar,married,primary
37,blue-collar,married,primary
46,blue-collar,married,secondary
24,blue-collar,single,secondary
46,blue-collar,married,primary
40,self-employed,single,tertiary
41,blue-collar,married,primary
50,management,married,tertiary
28,admin.,single,secondary
31,admin.,married,tertiary
28,unemployed,single,secondary
55,management,married,tertiary
29,technician,single,tertiary
47,entrepreneur,married,secondary
64,retired,divorced,secondary
53,unemployed,married,primary
49,self-employed,married,tertiary
57,admin.,married,secondary
37,services,married,secondary
46,housemaid,divorced,primary
33,management,married,tertiary
76,retired,divorced,primary
32,admin.,single,secondary
47,retired,single,primary
47,admin.,married,secondary
44,admin.,single,secondary
60,management,married,tertiary
21,blue-collar,married,primary
29,management,single,tertiary
34,technician,married,tertiary
41,blue-collar,married,primary
36,management,single,tertiary
36,services,married,primary
46,management,married,tertiary
54,blue-collar,married,primary
47,admin.,married,secondary
57,admin.,single,secondary
36,self-employed,married,primary
60,retired,married,primary
35,self-employed,single,tertiary
32,management,married,tertiary
36,technician,married,primary
38,management,single,tertiary
32,blue-collar,married,primary
55,blue-collar,divorced,secondary
29,technician,single,tertiary
40,blue-collar,married,primary
36,management,married,tertiary
30,management,single,tertiary
59,retired,married,primary
34,admin.,married,secondary
37,management,married,tertiary
32,technician,married,tertiary
53,admin.,married,secondary
31,technician,single,tertiary
39,technician,single,secondary
44,technician,divorced,secondary
25,student,single,secondary
51,entrepreneur,married,primary
53,entrepreneur,married,secondary
42,blue-collar,married,primary
35,management,married,tertiary
52,management,married,tertiary
39,services,married,primary
55,retired,divorced,secondary
39,self-employed,single,tertiary
55,management,married,tertiary
51,blue-collar,married,primary
49,technician,married,tertiary
34,unemployed,single,secondary
50,unemployed,married,primary
52,housemaid,married,primary
41,management,single,tertiary
35,technician,single,secondary
50,blue-collar,married,primary
33,technician,married,secondary
54,management,married,tertiary
41,blue-collar,married,secondary
58,blue-collar,married,secondary
44,admin.,married,secondary
56,unemployed,divorced,primary
34,technician,single,secondary
26,self-employed,married,tertiary
31,management,single,tertiary
57,retired,married,primary
29,services,married,primary
55,technician,married,secondary
34,blue-collar,single,primary
66,retired,married,primary
46,blue-collar,married,primary
39,blue-collar,single,secondary
45,housemaid,divorced,primary
30,management,single,tertiary
41,self-employed,married,primary
45,unemployed,divorced,primary
51,blue-collar,married,primary
28,blue-collar,married,secondary
29,admin.,single,tertiary
35,management,married,tertiary
37,management,divorced,tertiary
46,blue-collar,married,primary
37,management,married,tertiary
39,technician,divorced,secondary
50,management,married,tertiary
37,management,married,tertiary
46,services,married,secondary
57,unemployed,divorced,primary
54,management,married,secondary
29,blue-collar,single,secondary
40,entrepreneur,married,tertiary
61,management,married,tertiary
51,services,married,primary
60,blue-collar,married,primary
42,blue-collar,married,primary
33,services,single,secondary
33,technician,married,secondary
38,technician,married,secondary
43,services,married,primary
57,technician,married,primary
26,technician,single,secondary
35,management,single,tertiary
55,retired,married,primary
52,retired,married,primary
59,retired,married,secondary
66,retired,married,secondary
43,unknown,single,primary
37,services,divorced,primary
49,admin.,single,secondary
36,management,single,tertiary
32,technician,single,tertiary
42,management,single,tertiary
44,blue-collar,single,primary
59,retired,married,primary
53,entrepreneur,married,secondary
35,entrepreneur,single,secondary
36,blue-collar,married,primary
46,blue-collar,married,tertiary
56,housemaid,married,primary
32,blue-collar,married,secondary
53,blue-collar,married,primary
31,admin.,single,secondary
24,blue-collar,single,secondary
30,management,married,secondary
33,management,single,tertiary
49,management,married,tertiary
32,management,married,tertiary
57,technician,married,primary
52,admin.,married,primary
31,management,married,tertiary
36,technician,single,secondary
43,services,married,secondary
26,services,single,secondary
42,unemployed,married,secondary
50,admin.,single,secondary
40,self-employed,married,primary
31,self-employed,single,tertiary
40,unknown,married,tertiary
32,technician,married,secondary
33,management,divorced,tertiary
42,management,married,tertiary
41,admin.,married,secondary
34,technician,married,tertiary
28,technician,single,secondary
36,admin.,single,secondary
40,unemployed,married,tertiary
26,admin.,single,tertiary
32,management,single,tertiary
43,services,married,secondary
40,blue-collar,married,primary
31,blue-collar,married,secondary
54,blue-collar,married,secondary
63,admin.,divorced,secondary
46,management,married,tertiary
39,unemployed,married,primary
40,unemployed,married,secondary
35,blue-collar,married,secondary
35,management,married,tertiary
36,services,married,secondary
30,blue-collar,single,primary
44,retired,married,secondary
39,management,married,tertiary
35,technician,married,secondary
59,retired,married,primary
66,retired,married,secondary
46,unemployed,married,primary
60,retired,married,secondary
41,blue-collar,married,primary
38,management,married,tertiary
41,unemployed,married,tertiary
74,retired,married,primary
25,technician,single,tertiary
32,blue-collar,single,primary
59,blue-collar,married,primary
39,technician,married,primary
53,unemployed,married,secondary
33,blue-collar,married,primary
31,management,single,tertiary
41,blue-collar,married,primary
52,management,married,tertiary
28,blue-collar,single,secondary
34,management,married,tertiary
51,services,divorced,secondary
35,management,single,tertiary
38,blue-collar,married,primary
35,technician,single,primary
51,blue-collar,married,primary
24,blue-collar,married,primary
37,self-employed,married,tertiary
68,retired,married,secondary
29,management,single,tertiary
33,blue-collar,married,primary
47,blue-collar,married,primary
48,services,married,secondary
52,services,married,secondary
53,technician,married,tertiary
35,management,married,tertiary
45,housemaid,divorced,primary
26,technician,married,tertiary
52,technician,married,secondary
45,services,divorced,secondary
47,admin.,single,secondary
49,self-employed,married,secondary
52,housemaid,married,primary
40,blue-collar,married,secondary
24,student,single,secondary
35,blue-collar,married,primary
31,management,married,tertiary
61,housemaid,married,tertiary
37,management,married,tertiary
38,blue-collar,single,secondary
34,blue-collar,married,secondary
39,management,single,tertiary
47,self-employed,married,secondary
52,housemaid,married,primary
38,technician,single,secondary
39,technician,married,tertiary
44,blue-collar,married,primary
33,management,married,tertiary
58,technician,married,primary
47,admin.,divorced,secondary
38,blue-collar,married,primary
33,blue-collar,married,primary
32,admin.,married,secondary
43,blue-collar,married,primary
36,blue-collar,single,primary
53,blue-collar,married,primary
40,admin.,married,secondary
26,admin.,single,secondary
42,blue-collar,single,primary
44,management,married,primary
35,management,single,tertiary
34,management,married,tertiary
32,management,single,tertiary
56,blue-collar,married,primary
50,blue-collar,married,primary
33,blue-collar,married,primary
29,management,single,tertiary
59,retired,married,primary
45,blue-collar,married,primary
54,management,married,tertiary
32,housemaid,married,primary
32,management,single,tertiary
31,management,married,tertiary
37,blue-collar,married,primary
44,management,single,tertiary
34,management,married,tertiary
53,management,married,tertiary
50,technician,married,secondary
40,technician,married,secondary
44,blue-collar,single,primary
55,housemaid,married,secondary
54,technician,married,secondary
57,management,married,tertiary
48,retired,single,primary
49,retired,single,primary
25,student,single,secondary
51,admin.,married,primary
40,technician,married,secondary
30,management,single,tertiary
46,blue-collar,married,primary
27,admin.,single,secondary
34,housemaid,married,tertiary
54,retired,married,primary
52,management,married,tertiary
36,technician,married,secondary
41,self-employed,married,tertiary
36,management,married,tertiary
57,blue-collar,married,secondary
53,management,married,tertiary
83,retired,married,secondary
41,management,divorced,tertiary
59,blue-collar,married,primary
33,technician,single,tertiary
51,admin.,married,primary
34,management,single,secondary
47,unemployed,married,tertiary
56,technician,married,secondary
28,admin.,married,secondary
51,self-employed,married,primary
41,management,single,secondary
52,management,married,tertiary
42,technician,married,secondary
31,housemaid,divorced,primary
67,retired,married,primary
48,entrepreneur,married,primary
36,technician,married,secondary
60,retired,married,primary
42,blue-collar,married,primary
56,retired,married,primary
44,blue-collar,married,primary
50,management,married,tertiary
60,housemaid,married,primary
56,blue-collar,divorced,primary
43,technician,divorced,tertiary
28,technician,married,tertiary
48,technician,married,secondary
68,retired,single,primary
56,admin.,married,primary
47,management,single,secondary
34,blue-collar,single,primary
30,services,single,secondary
23,student,single,secondary
41,blue-collar,married,secondary
30,blue-collar,married,primary
43,services,married,primary
38,admin.,divorced,secondary
35,blue-collar,married,primary
33,management,single,tertiary
45,services,married,secondary
26,management,single,tertiary
27,technician,single,secondary
30,management,single,tertiary
42,housemaid,single,primary
46,blue-collar,married,primary
38,management,married,tertiary
54,management,married,tertiary
36,blue-collar,married,secondary
48,technician,divorced,tertiary
54,self-employed,divorced,primary
34,management,single,tertiary
54,blue-collar,married,primary
49,management,married,tertiary
52,management,married,tertiary
46,management,married,tertiary
50,blue-collar,married,primary
53,technician,married,secondary
45,technician,single,primary
42,management,married,tertiary
50,blue-collar,married,primary
55,management,divorced,tertiary
41,management,divorced,tertiary
57,technician,married,primary
43,entrepreneur,divorced,tertiary
34,housemaid,married,tertiary
37,blue-collar,single,tertiary
33,blue-collar,married,secondary
60,admin.,divorced,secondary
34,management,married,tertiary
30,admin.,single,secondary
34,management,married,tertiary
44,blue-collar,married,primary
25,technician,single,tertiary
43,management,married,tertiary
49,blue-collar,married,secondary
38,management,married,tertiary
35,blue-collar,single,secondary
49,blue-collar,married,primary
57,retired,married,secondary
45,services,married,primary
33,management,single,secondary
32,technician,single,tertiary
38,services,divorced,secondary
40,admin.,single,secondary
35,technician,married,secondary
57,retired,divorced,tertiary
48,blue-collar,married,primary
42,blue-collar,married,secondary
33,technician,single,tertiary
53,blue-collar,married,primary
32,admin.,single,secondary
28,student,single,tertiary
41,services,married,secondary
38,housemaid,divorced,primary
47,blue-collar,married,primary
31,services,married,secondary
29,services,married,primary
37,admin.,divorced,secondary
27,unemployed,single,primary
54,blue-collar,married,primary
49,retired,married,primary
58,self-employed,married,primary
48,technician,married,secondary
49,services,married,primary
74,retired,married,tertiary
36,housemaid,married,primary
40,technician,married,secondary
50,technician,single,secondary
48,management,married,tertiary
40,technician,married,tertiary
43,technician,married,primary
45,technician,married,primary
56,retired,married,primary
26,student,single,secondary
57,admin.,divorced,primary
38,admin.,married,secondary
30,blue-collar,married,primary
44,blue-collar,married,primary
38,housemaid,married,primary
28,blue-collar,single,secondary
38,technician,married,secondary
55,blue-collar,married,secondary
52,retired,divorced,tertiary
54,services,divorced,primary
67,retired,divorced,primary
46,admin.,married,primary
77,retired,married,primary
57,housemaid,married,primary
46,admin.,divorced,tertiary
54,unknown,married,tertiary
51,blue-collar,married,primary
31,admin.,married,secondary
36,blue-collar,married,secondary
57,management,married,primary
55,technician,married,secondary
61,retired,married,primary
29,blue-collar,single,secondary
56,entrepreneur,divorced,primary
58,management,married,tertiary
41,blue-collar,married,secondary
59,retired,married,secondary
76,housemaid,divorced,primary
43,blue-collar,married,primary
63,management,married,tertiary
43,management,married,tertiary
32,technician,single,secondary
59,retired,divorced,primary
42,services,married,primary
40,services,married,tertiary
42,technician,divorced,secondary
60,retired,married,secondary
40,management,married,tertiary
47,technician,divorced,secondary
47,blue-collar,married,primary
42,blue-collar,married,primary
30,management,single,tertiary
39,blue-collar,single,primary
46,unemployed,single,tertiary
40,blue-collar,single,secondary
63,management,married,tertiary
40,technician,married,primary
39,blue-collar,married,primary
58,admin.,married,secondary
44,blue-collar,married,secondary
38,admin.,married,secondary
30,services,single,secondary
49,management,married,tertiary
33,blue-collar,single,secondary
30,management,single,secondary
61,management,married,tertiary
34,admin.,married,secondary
37,services,single,secondary
31,blue-collar,married,primary
32,management,single,tertiary
45,blue-collar,married,secondary
37,admin.,divorced,tertiary
31,self-employed,single,tertiary
37,housemaid,married,primary
26,blue-collar,single,secondary
51,blue-collar,married,primary
41,housemaid,married,primary
25,blue-collar,single,primary
43,blue-collar,married,primary
52,blue-collar,married,primary
24,management,single,tertiary
30,services,single,tertiary
75,retired,married,primary
34,management,married,tertiary
32,housemaid,married,primary
42,blue-collar,married,secondary
34,management,married,tertiary
59,blue-collar,married,primary
38,blue-collar,single,primary
42,blue-collar,married,primary
63,retired,divorced,primary
28,self-employed,single,secondary
35,blue-collar,married,primary
49,retired,married,secondary
51,blue-collar,married,primary
59,management,divorced,tertiary
59,housemaid,married,primary
54,entrepreneur,married,secondary
88,retired,married,primary
37,entrepreneur,single,tertiary
29,self-employed,single,tertiary
45,housemaid,married,secondary
31,management,married,tertiary
46,technician,single,secondary
59,housemaid,married,primary
46,blue-collar,married,primary
52,services,married,secondary
54,technician,married,secondary
39,blue-collar,married,secondary
35,technician,single,tertiary
42,self-employed,married,tertiary
32,housemaid,married,primary
61,retired,married,tertiary
33,management,single,tertiary
25,management,married,tertiary
56,housemaid,married,primary
58,technician,married,secondary
53,self-employed,married,primary
65,technician,married,secondary
33,blue-collar,married,secondary
57,management,married,secondary
41,services,married,tertiary
60,retired,married,primary
52,blue-collar,married,primary
46,management,single,tertiary
36,admin.,married,secondary
59,blue-collar,married,primary
26,management,single,tertiary
31,self-employed,married,tertiary
35,management,married,tertiary
40,blue-collar,married,primary
33,management,single,tertiary
27,admin.,single,secondary
56,management,divorced,primary
44,technician,married,tertiary
48,services,single,primary
34,blue-collar,single,secondary
27,blue-collar,single,primary
44,services,married,secondary
48,blue-collar,single,primary
30,management,married,tertiary
48,housemaid,divorced,primary
53,blue-collar,married,secondary
40,services,divorced,secondary
29,services,married,tertiary
47,blue-collar,single,secondary
52,blue-collar,married,primary
38,services,divorced,secondary
58,retired,married,primary
58,housemaid,married,primary
32,management,single,tertiary
29,blue-collar,single,secondary
42,self-employed,married,tertiary
49,management,married,tertiary
26,technician,single,secondary
31,services,single,secondary
60,blue-collar,married,primary
46,blue-collar,married,primary
44,technician,married,primary
45,blue-collar,married,secondary
42,management,single,tertiary
32,entrepreneur,divorced,secondary
39,blue-collar,married,secondary
37,management,married,tertiary
29,housemaid,married,primary
30,blue-collar,single,secondary
52,services,divorced,secondary
30,technician,single,secondary
42,technician,single,tertiary
27,blue-collar,married,primary
42,services,divorced,secondary
40,blue-collar,married,primary
35,management,single,tertiary
26,student,single,secondary
32,services,married,secondary
35,student,single,secondary
39,self-employed,married,tertiary
39,management,married,tertiary
62,management,married,tertiary
41,blue-collar,married,primary
38,blue-collar,single,secondary
29,technician,married,secondary
57,housemaid,married,tertiary
26,unemployed,single,tertiary
23,entrepreneur,married,tertiary
41,blue-collar,married,primary
42,management,single,tertiary
25,blue-collar,single,primary
36,unemployed,married,secondary
34,blue-collar,single,primary
45,management,married,tertiary
28,management,married,tertiary
48,management,divorced,tertiary
28,management,single,tertiary
26,management,single,tertiary
49,admin.,married,secondary
59,housemaid,divorced,tertiary
68,retired,married,tertiary
32,blue-collar,single,secondary
46,blue-collar,married,secondary
58,entrepreneur,married,tertiary
34,blue-collar,single,secondary
40,blue-collar,married,primary
43,technician,divorced,secondary
47,admin.,single,secondary
48,management,married,tertiary
59,management,married,tertiary
32,management,married,tertiary
43,management,single,tertiary
52,technician,married,secondary
35,unemployed,married,primary
30,technician,single,secondary
35,services,married,secondary
35,management,single,tertiary
28,technician,married,secondary
41,blue-collar,married,primary
47,technician,married,secondary
32,admin.,married,tertiary
46,services,divorced,secondary
25,management,married,tertiary
60,self-employed,married,primary
31,unemployed,single,tertiary
48,entrepreneur,divorced,tertiary
28,management,single,secondary
35,technician,married,tertiary
45,management,married,tertiary
35,technician,single,tertiary
59,retired,married,primary
53,technician,married,primary
31,management,single,tertiary
50,technician,married,secondary
32,management,single,tertiary
36,blue-collar,married,primary
46,blue-collar,married,primary
54,retired,married,primary
51,technician,married,secondary
77,retired,married,primary
51,technician,married,secondary
46,admin.,married,secondary
46,blue-collar,divorced,primary
33,management,married,tertiary
47,blue-collar,married,secondary
44,technician,divorced,secondary
34,admin.,divorced,secondary
35,blue-collar,married,primary
44,services,divorced,secondary
37,management,married,tertiary
30,management,single,tertiary
77,retired,married,primary
50,admin.,married,secondary
32,technician,single,secondary
35,unemployed,divorced,tertiary
58,management,married,tertiary
35,management,single,tertiary
28,blue-collar,single,primary
33,technician,married,secondary
37,blue-collar,married,secondary
45,blue-collar,married,primary
33,blue-collar,married,secondary
35,management,married,secondary
37,technician,single,secondary
60,retired,married,primary
46,technician,divorced,secondary
41,unemployed,married,primary
47,self-employed,divorced,secondary
31,admin.,single,tertiary
30,technician,single,tertiary
38,technician,married,secondary
26,admin.,single,secondary
32,blue-collar,married,secondary
66,retired,married,primary
43,blue-collar,married,primary
33,technician,single,secondary
48,housemaid,married,secondary
50,technician,married,secondary
37,management,single,tertiary
45,blue-collar,married,primary
46,blue-collar,married,primary
26,services,single,primary
49,technician,married,secondary
64,retired,married,tertiary
43,blue-collar,married,primary
35,management,married,tertiary
33,admin.,single,secondary
42,management,divorced,tertiary
32,management,single,tertiary
33,management,married,tertiary
48,management,divorced,tertiary
27,technician,single,secondary
44,self-employed,married,primary
28,student,single,secondary
49,admin.,single,primary
26,services,single,secondary
36,technician,married,tertiary
34,management,married,tertiary
34,housemaid,married,primary
35,management,married,tertiary
32,admin.,single,secondary
33,blue-collar,married,primary
52,technician,married,secondary
41,blue-collar,married,primary
44,blue-collar,married,primary
36,blue-collar,married,primary
47,unemployed,married,secondary
56,services,married,primary
48,blue-collar,married,primary
34,blue-collar,married,primary
42,blue-collar,married,primary
41,admin.,divorced,secondary
53,blue-collar,married,secondary
60,retired,married,tertiary
31,blue-collar,married,secondary
33,management,married,tertiary
38,technician,divorced,secondary
30,management,single,tertiary
56,retired,married,primary
39,management,married,tertiary
37,management,married,tertiary
37,management,single,tertiary
43,unemployed,divorced,secondary
39,blue-collar,single,primary
50,blue-collar,single,primary
41,entrepreneur,married,tertiary
44,management,married,secondary
46,management,single,tertiary
57,housemaid,married,primary
41,blue-collar,married,primary
65,retired,married,tertiary
35,technician,single,secondary
37,management,married,tertiary
56,admin.,married,secondary
33,blue-collar,married,secondary
39,blue-collar,married,primary
76,retired,married,primary
30,management,single,tertiary
46,blue-collar,married,secondary
48,management,married,tertiary
41,entrepreneur,divorced,tertiary
62,management,divorced,tertiary
32,management,married,tertiary
58,technician,married,secondary
38,management,married,tertiary
47,admin.,married,secondary
36,management,single,tertiary
29,management,single,tertiary
60,blue-collar,married,primary
55,blue-collar,married,primary
46,technician,single,secondary
29,management,single,tertiary
34,technician,single,secondary
56,blue-collar,married,primary
44,admin.,married,secondary
42,management,married,tertiary
39,services,divorced,primary
27,blue-collar,married,primary
41,technician,single,tertiary
32,blue-collar,married,primary
50,services,married,tertiary
45,blue-collar,married,secondary
39,management,single,tertiary
35,admin.,single,secondary
37,blue-collar,married,secondary
43,technician,divorced,secondary
35,management,married,tertiary
54,blue-collar,divorced,primary
33,management,single,secondary
57,entrepreneur,married,secondary
30,management,married,tertiary
58,housemaid,married,primary
52,admin.,married,primary
57,services,married,primary
48,management,married,tertiary
32,blue-collar,married,primary
37,blue-collar,single,primary
53,technician,married,tertiary
33,blue-collar,single,secondary
59,blue-collar,married,primary
36,technician,married,tertiary
22,management,single,tertiary
32,technician,married,secondary
59,technician,married,secondary
59,housemaid,divorced,primary
46,technician,married,secondary
35,blue-collar,married,primary
73,retired,divorced,primary
33,admin.,married,secondary
53,management,married,primary
32,management,married,tertiary
59,retired,married,primary
56,blue-collar,divorced,primary
45,entrepreneur,married,secondary
35,blue-collar,married,primary
39,technician,single,tertiary
68,retired,married,primary
34,blue-collar,married,primary
37,management,single,tertiary
48,unemployed,married,secondary
46,technician,divorced,secondary
37,blue-collar,married,primary
33,entrepreneur,single,tertiary
30,blue-collar,single,secondary
53,blue-collar,married,primary
48,blue-collar,single,secondary
43,self-employed,married,primary
35,blue-collar,single,secondary
39,admin.,single,secondary
46,unknown,married,primary
66,management,married,tertiary
31,admin.,single,secondary
27,student,single,secondary
53,entrepreneur,married,secondary
44,unemployed,single,primary
30,services,single,secondary
41,admin.,single,secondary
34,admin.,married,secondary
33,blue-collar,single,primary
37,blue-collar,married,secondary
34,management,single,tertiary
38,management,single,tertiary
39,services,married,primary
60,technician,married,primary
37,management,married,tertiary
27,technician,single,secondary
43,blue-collar,divorced,primary
31,management,single,tertiary
34,self-employed,married,primary
34,blue-collar,married,secondary
48,admin.,divorced,secondary
37,management,married,tertiary
42,technician,married,secondary
60,admin.,married,secondary
51,self-employed,married,primary
33,blue-collar,single,secondary
27,admin.,single,primary
46,blue-collar,married,primary
37,housemaid,married,primary
59,retired,married,primary
50,admin.,married,primary
30,blue-collar,married,primary
40,blue-collar,married,primary
33,technician,married,secondary
29,blue-collar,married,primary
32,blue-collar,married,secondary
25,management,single,tertiary
49,blue-collar,married,primary
37,blue-collar,married,primary
54,housemaid,married,secondary
45,admin.,married,secondary
35,housemaid,married,primary
39,blue-collar,married,primary
31,technician,single,secondary
46,entrepreneur,married,secondary
32,services,single,secondary
33,blue-collar,married,primary
34,blue-collar,single,secondary
32,blue-collar,married,secondary
34,entrepreneur,married,secondary
32,technician,single,secondary
45,blue-collar,single,primary
30,management,single,tertiary
45,blue-collar,married,primary
69,management,married,secondary
39,admin.,married,tertiary
59,blue-collar,divorced,primary
37,services,married,secondary
44,housemaid,married,primary
59,retired,divorced,primary
46,management,divorced,tertiary
39,admin.,divorced,secondary
37,management,married,secondary
52,unemployed,married,secondary
27,management,single,tertiary
32,services,married,secondary
40,blue-collar,married,primary
26,management,single,tertiary
40,blue-collar,married,secondary
51,management,married,tertiary
49,housemaid,married,primary
32,services,married,secondary
43,technician,married,tertiary
64,blue-collar,married,primary
59,management,married,secondary
30,admin.,single,secondary
49,blue-collar,single,primary
41,technician,single,tertiary
64,retired,married,primary
41,management,single,tertiary
52,blue-collar,married,secondary
55,services,married,tertiary
35,self-employed,single,primary
38,management,married,tertiary
55,blue-collar,married,secondary
32,management,married,tertiary
28,technician,single,tertiary
38,management,single,tertiary
41,management,married,tertiary
36,management,married,tertiary
37,blue-collar,married,primary
40,management,divorced,tertiary
33,management,single,tertiary
53,blue-collar,married,primary
41,retired,single,primary
44,services,married,secondary
41,blue-collar,married,secondary
31,blue-collar,married,secondary
46,management,married,tertiary
44,management,divorced,secondary
44,housemaid,married,primary
48,retired,divorced,primary
36,admin.,married,tertiary
38,services,married,primary
70,blue-collar,married,primary
55,technician,married,secondary
60,retired,married,primary
39,management,divorced,tertiary
28,blue-collar,single,primary
58,self-employed,married,primary
30,blue-collar,married,primary
49,blue-collar,divorced,primary
55,blue-collar,single,primary
32,technician,single,secondary
29,blue-collar,married,primary
34,management,single,tertiary
31,admin.,divorced,secondary
50,entrepreneur,married,tertiary
43,management,married,tertiary
40,blue-collar,married,primary
55,admin.,divorced,secondary
56,management,married,tertiary
60,retired,divorced,tertiary
41,admin.,divorced,secondary
47,blue-collar,divorced,primary
60,admin.,married,secondary
37,housemaid,single,tertiary
36,entrepreneur,divorced,tertiary
57,self-employed,divorced,tertiary
61,retired,married,primary
34,admin.,married,secondary
29,admin.,married,secondary
49,admin.,married,secondary
56,entrepreneur,divorced,tertiary
31,technician,single,secondary
53,admin.,married,primary
50,blue-collar,married,primary
39,self-employed,married,primary
41,entrepreneur,married,tertiary
44,blue-collar,married,primary
40,services,married,primary
60,blue-collar,married,primary
60,self-employed,married,primary
40,blue-collar,married,secondary
50,services,married,secondary
30,management,single,tertiary
51,entrepreneur,married,tertiary
47,technician,divorced,tertiary
60,retired,married,primary
48,blue-collar,married,primary
42,services,married,primary
58,technician,married,secondary
40,management,married,tertiary
39,blue-collar,married,primary
34,services,married,primary
47,blue-collar,married,tertiary
50,admin.,single,secondary
44,entrepreneur,married,tertiary
30,blue-collar,married,secondary
40,blue-collar,married,primary
37,technician,married,secondary
39,management,single,tertiary
32,services,single,secondary
32,technician,single,tertiary
29,services,divorced,secondary
35,blue-collar,married,primary
39,management,married,secondary
59,management,married,tertiary
45,technician,married,secondary
58,technician,married,tertiary
29,management,single,tertiary
33,management,single,tertiary
42,technician,married,tertiary
48,technician,married,secondary
28,blue-collar,single,tertiary
50,blue-collar,married,primary
42,housemaid,married,tertiary
52,blue-collar,married,primary
19,student,single,secondary
29,technician,single,tertiary
36,blue-collar,married,primary
38,management,single,tertiary
49,management,married,tertiary
29,admin.,single,secondary
31,admin.,single,tertiary
26,unemployed,married,tertiary
53,housemaid,single,primary
59,admin.,married,secondary
51,management,married,tertiary
31,technician,single,secondary
30,management,single,tertiary
34,blue-collar,married,secondary
42,admin.,married,primary
29,admin.,single,secondary
25,blue-collar,single,primary
31,blue-collar,single,secondary
44,services,married,secondary
31,admin.,single,secondary
29,management,single,tertiary
38,management,married,tertiary
38,admin.,married,secondary
29,admin.,single,secondary
61,blue-collar,married,primary
44,blue-collar,divorced,secondary
25,blue-collar,married,primary
58,admin.,married,secondary
35,blue-collar,married,primary
76,retired,married,tertiary
29,technician,single,tertiary
38,housemaid,married,primary
40,admin.,married,primary
57,unemployed,married,primary
28,management,married,secondary
41,admin.,married,secondary
28,blue-collar,married,primary
80,retired,married,tertiary
40,blue-collar,married,primary
60,blue-collar,married,secondary
42,unemployed,married,secondary
51,unemployed,married,secondary
58,management,married,tertiary
36,blue-collar,single,secondary
50,housemaid,divorced,primary
30,entrepreneur,married,tertiary
50,management,single,tertiary
33,technician,single,secondary
36,management,single,tertiary
50,technician,married,tertiary
57,retired,divorced,primary
46,entrepreneur,single,tertiary
24,blue-collar,single,secondary
27,services,single,secondary
58,blue-collar,divorced,secondary
46,technician,married,tertiary
47,management,married,tertiary
50,unemployed,divorced,secondary
38,admin.,divorced,secondary
34,blue-collar,single,primary
40,services,married,secondary
42,technician,married,secondary
37,blue-collar,married,primary
47,management,married,primary
35,technician,married,secondary
33,management,married,tertiary
38,blue-collar,married,secondary
33,admin.,married,secondary
31,self-employed,married,secondary
84,retired,married,primary
46,services,married,secondary
33,admin.,divorced,tertiary
37,blue-collar,single,primary
58,management,married,tertiary
40,management,married,tertiary
42,entrepreneur,married,secondary
40,self-employed,married,secondary
37,blue-collar,married,primary
29,blue-collar,married,primary
36,management,divorced,tertiary
28,admin.,single,secondary
29,technician,single,tertiary
38,technician,married,tertiary
40,blue-collar,married,secondary
27,technician,single,secondary
46,management,married,tertiary
49,self-employed,divorced,tertiary
32,management,single,tertiary
60,management,divorced,primary
46,unknown,single,secondary
55,services,single,secondary
32,blue-collar,married,secondary
45,blue-collar,married,primary
60,entrepreneur,divorced,primary
57,retired,married,primary
30,student,single,tertiary
58,retired,married,primary
36,management,married,tertiary
51,blue-collar,married,tertiary
33,services,single,secondary
33,technician,married,secondary
46,entrepreneur,married,primary
42,blue-collar,married,primary
37,entrepreneur,married,primary
52,management,single,tertiary
41,management,married,tertiary
26,admin.,divorced,secondary
54,management,married,tertiary
37,management,married,tertiary
82,retired,divorced,primary
60,retired,single,tertiary
39,management,married,tertiary
42,management,married,tertiary
27,blue-collar,single,primary
30,admin.,single,secondary
35,management,single,tertiary
